   DEPTH     ILD     GR      RHOB     DT
 2510.0000 12.1670 59.2300  2.2700 86.0030
 2510.0500 12.1740 59.2300  2.2710 86.0030
 2510.1000 12.1590 59.2300  2.2720 86.0030
 2510.1500 12.1590 57.3090  2.2720 86.2040
 2510.2000 12.1590 57.3090  2.2730 86.2040
 2510.2500 12.1670 57.3090  2.2740 86.2040
 2510.3000 12.1360 58.9210  2.2750 87.4730
 2510.3500 12.1360 58.9210  2.2750 87.4730
 2510.4000 12.1360 58.9210  2.2730 87.4730
 2510.4500 12.1280 59.9250  2.2720 87.7140
 2510.5000 12.1360 59.9250  2.2700 87.7140
 2510.5500 12.1280 59.9250  2.2670 87.7140
 2510.6000 12.1250 59.4030  2.2640 88.1880
 2510.6500 12.1360 59.4030  2.2610 88.1880
 2510.7000 12.1360 59.4030  2.2580 88.1880
 2510.7500 12.1360 58.4790  2.2540 88.5530
 2510.8000 12.1480 58.4790  2.2500 88.5530
 2510.8500 12.1590 58.4790  2.2460 88.5530
 2510.9000 12.1480 57.6980  2.2430 89.4760
 2510.9500 12.1590 57.6980  2.2400 89.4760
 2511.0000 12.1590 57.6980  2.2390 89.4760
 2511.0500 12.1510 58.2450  2.2380 90.0290
 2511.1000 12.1510 58.2450  2.2370 90.0290
 2511.1500 12.1360 58.2450  2.2360 90.0290
 2511.2000 12.1360 56.7460  2.2370 90.7100
 2511.2500 12.1360 56.7460  2.2380 90.7100
 2511.3000 12.1360 56.7460  2.2400 90.7100
 2511.3500 12.1590 54.9600  2.2420 90.9520
 2511.4000 12.1440 54.9600  2.2430 90.9520
 2511.4500 12.1440 54.9600  2.2440 90.9520
 2511.5000 12.1440 55.0720  2.2430 91.2690
 2511.5500 12.1440 55.0720  2.2410 91.2690
 2511.6000 12.1480 55.0720  2.2380 91.2690
 2511.6500 12.1360 56.1350  2.2350 91.9490
 2511.7000 12.1360 56.1350  2.2330 91.9490
 2511.7500 12.1360 56.1350  2.2310 91.9490
 2511.8000 12.1360 58.4960  2.2290 91.9400
 2511.8500 12.1360 58.4960  2.2270 91.9400
 2511.9000 12.1480 58.4960  2.2270 91.9400
 2511.9500 12.1590 58.4960  2.2280 92.2210
 2512.0000 12.1590 58.4960  2.2310 92.2210
 2512.0500 12.1710 58.4960  2.2340 92.2210
 2512.1000 12.1590 60.0480  2.2370 91.7020
 2512.1500 12.1740 60.0480  2.2410 91.7020
 2512.2000 12.1670 60.0480  2.2500 91.7020
 2512.2500 12.1820 58.9840  2.2660 90.0700
 2512.3000 12.1590 58.9840  2.2910 90.0700
 2512.3500 12.1740 58.9840  2.3220 90.0700
 2512.4000 12.1740 63.6710  2.3600 86.8910
 2512.4500 12.1820 63.6710  2.3990 86.8910
 2512.5000 12.1900 63.6710  2.4360 86.8910
 2512.5500 12.1940 72.9200  2.4730 83.9970
 2512.6000 12.2590 72.9200  2.5070 83.9970
 2512.6500 12.2590 72.9200  2.5350 83.9970
 2512.7000 12.2280 87.8800  2.5560 83.5800
 2512.7500 12.2280 87.8800  2.5680 83.5800
 2512.8000 12.2280 87.8800  2.5740 83.5800
 2512.8500 12.2510 96.2490  2.5740 80.0500
 2512.9000 12.2510 96.2490  2.5740 80.0500
 2512.9500 12.2510 96.2490  2.5770 80.0500
 2513.0000 12.2590 93.2480  2.5810 80.4790
 2513.0500 12.2590 93.2480  2.5810 80.4790
 2513.1000 12.2510 93.2480  2.5840 80.4790
 2513.1500 12.2510 93.2480  2.5850 80.4790
 2513.2000 12.2440 86.8820  2.5860 81.7340
 2513.2500 12.2510 86.8820  2.5870 81.7340
 2513.3000 12.2510 86.8820  2.5900 81.7340
 2513.3500 12.2590 82.2670  2.5920 81.4860
 2513.4000 12.2510 82.2670  2.5930 81.4860
 2513.4500 12.2400 82.2670  2.5920 81.4860
 2513.5000 12.2510 84.8030  2.5910 80.8930
 2513.5500 12.2510 84.8030  2.5910 80.8930
 2513.6000 12.2630 84.8030  2.5910 80.8930
 2513.6500 12.2820 83.9910  2.5900 80.3770
 2513.7000 12.2820 83.9910  2.5880 80.3770
 2513.7500 12.2590 83.9910  2.5860 80.3770
 2513.8000 12.2510 88.2710  2.5830 80.2360
 2513.8500 12.2400 88.2710  2.5800 80.2360
 2513.9000 12.2360 88.2710  2.5770 80.2360
 2513.9500 12.2360 87.4090  2.5760 80.9510
 2514.0000 12.2280 87.4090  2.5750 80.9510
 2514.0500 12.2510 87.4090  2.5760 80.9510
 2514.1000 12.2400 89.3480  2.5770 80.3650
 2514.1500 12.2510 89.3480  2.5790 80.3650
 2514.2000 12.2510 89.3480  2.5800 80.3650
 2514.2500 12.2440 87.6830  2.5810 80.4810
 2514.3000 12.2510 87.6830  2.5810 80.4810
 2514.3500 12.2590 87.6830  2.5800 80.4810
 2514.4000 12.2510 84.4470  2.5800 80.3920
 2514.4500 12.2590 84.4470  2.5790 80.3920
 2514.5000 12.2510 84.4470  2.5780 80.3920
 2514.5500 12.2510 86.8750  2.5770 80.6240
 2514.6000 12.2510 86.8750  2.5760 80.6240
 2514.6500 12.2670 86.8750  2.5750 80.6240
 2514.7000 12.2510 86.8670  2.5740 81.7160
 2514.7500 12.2740 86.8670  2.5720 81.7160
 2514.8000 12.2740 86.8670  2.5690 81.7160
 2514.8500 12.2820 94.1200  2.5650 82.8570
 2514.9000 12.2740 94.1200  2.5610 82.8570
 2514.9500 12.2740 94.1200  2.5580 82.8570
 2515.0000 12.2860 97.3630  2.5550 84.3170
 2515.0500 12.2740 97.3630  2.5520 84.3170
 2515.1000 12.2860 97.3630  2.5500 84.3170
 2515.1500 12.2670 101.0110  2.5490 84.9400
 2515.2000 12.2740 101.0110  2.5500 84.9400
 2515.2500 12.2740 101.0110  2.5510 84.9400
 2515.3000 12.2740 101.0110  2.5520 85.2140
 2515.3500 12.2820 101.0110  2.5530 85.2140
 2515.4000 12.2740 101.0110  2.5540 85.2140
 2515.4500 12.2740 96.1490  2.5560 84.3950
 2515.5000 12.2740 96.1490  2.5600 84.3950
 2515.5500 12.2740 96.1490  2.5650 84.3950
 2515.6000 12.2820 92.1950  2.5690 83.7980
 2515.6500 12.2740 92.1950  2.5710 83.7980
 2515.7000 12.2740 92.1950  2.5730 83.7980
 2515.7500 12.2740 88.6250  2.5750 83.0630
 2515.8000 12.2740 88.6250  2.5770 83.0630
 2515.8500 12.2740 88.6250  2.5810 83.0630
 2515.9000 12.2740 94.7620  2.5840 83.7110
 2515.9500 12.2740 94.7620  2.5850 83.7110
 2516.0000 12.2590 94.7620  2.5850 83.7110
 2516.0500 12.2670 97.0440  2.5860 82.9020
 2516.1000 12.2740 97.0440  2.5880 82.9020
 2516.1500 12.2740 97.0440  2.5920 82.9020
 2516.2000 12.2670 97.0440  2.5920 82.9020
 2516.2500 12.2740 102.8450  2.5960 81.9980
 2516.3000 12.2740 102.8450  2.5990 81.9980
 2516.3500 12.2740 102.8450  2.5990 81.9980
 2516.4000 12.2740 102.7330  2.5980 80.6900
 2516.4500 12.2860 102.7330  2.5960 80.6900
 2516.5000 12.2860 102.7330  2.5930 80.6900
 2516.5500 12.2860 101.1550  2.5870 80.7970
 2516.6000 12.2970 101.1550  2.5790 80.7970
 2516.6500 12.2900 101.1550  2.5700 80.7970
 2516.7000 12.2970 97.9200  2.5610 80.3850
 2516.7500 12.2970 97.9200  2.5520 80.3850
 2516.8000 12.2970 97.9200  2.5440 80.3850
 2516.8500 12.2900 98.0440  2.5370 81.2020
 2516.9000 12.2900 98.0440  2.5300 81.2020
 2516.9500 12.2860 98.0440  2.5240 81.2020
 2517.0000 12.2970 102.8550  2.5210 82.0090
 2517.0500 12.2900 102.8550  2.5210 82.0090
 2517.1000 12.2900 102.8550  2.5240 82.0090
 2517.1500 12.2740 103.5250  2.5280 80.8520
 2517.2000 12.2900 103.5250  2.5350 80.8520
 2517.2500 12.2860 103.5250  2.5420 80.8520
 2517.3000 12.2740 101.0240  2.5510 79.9210
 2517.3500 12.2740 101.0240  2.5600 79.9210
 2517.4000 12.2900 101.0240  2.5700 79.9210
 2517.4500 12.2740 98.2590  2.5780 79.7040
 2517.5000 12.2670 98.2590  2.5840 79.7040
 2517.5500 12.2740 98.2590  2.5880 79.7040
 2517.6000 12.2590 94.0190  2.5900 79.8590
 2517.6500 12.2670 94.0190  2.5900 79.8590
 2517.7000 12.2740 94.0190  2.5880 79.8590
 2517.7500 12.2860 93.6320  2.5850 80.0740
 2517.8000 12.2740 93.6320  2.5830 80.0740
 2517.8500 12.2860 93.6320  2.5810 80.0740
 2517.9000 12.2590 87.8740  2.5800 80.9630
 2517.9500 12.2670 87.8740  2.5790 80.9630
 2518.0000 12.2670 87.8740  2.5770 80.9630
 2518.0500 12.2670 87.5400  2.5760 82.7050
 2518.1000 12.2510 87.5400  2.5740 82.7050
 2518.1500 12.2400 87.5400  2.5740 82.7050
 2518.2000 12.2400 84.0910  2.5730 84.1090
 2518.2500 12.2360 84.0910  2.5730 84.1090
 2518.3000 12.2440 84.0910  2.5730 84.1090
 2518.3500 12.2590 83.0530  2.5730 84.0700
 2518.4000 12.2590 83.0530  2.5750 84.0700
 2518.4500 12.2510 83.0530  2.5770 84.0700
 2518.5000 12.2440 80.8220  2.5800 84.1280
 2518.5500 12.2510 80.8220  2.5830 84.1280
 2518.6000 12.2670 80.8220  2.5860 84.1280
 2518.6500 12.2670 82.0120  2.5890 83.6640
 2518.7000 12.2510 82.0120  2.5890 83.6640
 2518.7500 12.2590 82.0120  2.5880 83.6640
 2518.8000 12.2510 87.4180  2.5860 83.1520
 2518.8500 12.2740 87.4180  2.5840 83.1520
 2518.9000 12.2740 87.4180  2.5830 83.1520
 2518.9500 12.2740 90.2900  2.5820 82.6150
 2519.0000 12.2740 90.2900  2.5800 82.6150
 2519.0500 12.2820 90.2900  2.5780 82.6150
 2519.1000 12.2740 87.6120  2.5750 82.4290
 2519.1500 12.2740 87.6120  2.5740 82.4290
 2519.2000 12.2740 87.6120  2.5730 82.4290
 2519.2500 12.2590 81.4650  2.5730 82.0130
 2519.3000 12.2440 81.4650  2.5740 82.0130
 2519.3500 12.2440 81.4650  2.5760 82.0130
 2519.4000 12.2510 81.4650  2.5760 82.0130
 2519.4500 12.2400 80.1550  2.5780 81.8640
 2519.5000 12.2400 80.1550  2.5810 81.8640
 2519.5500 12.2510 80.1550  2.5840 81.8640
 2519.6000 12.2510 79.3440  2.5880 81.2070
 2519.6500 12.2510 79.3440  2.5930 81.2070
 2519.7000 12.2510 79.3440  2.5950 81.2070
 2519.7500 12.2590 82.6520  2.5950 81.2840
 2519.8000 12.2630 82.6520  2.5920 81.2840
 2519.8500 12.2670 82.6520  2.5870 81.2840
 2519.9000 12.2740 84.5480  2.5810 82.0570
 2519.9500 12.2820 84.5480  2.5760 82.0570
 2520.0000 12.2740 84.5480  2.5710 82.0570
 2520.0500 12.2970 89.9070  2.5660 82.2340
 2520.1000 12.2970 89.9070  2.5610 82.2340
 2520.1500 12.2900 89.9070  2.5570 82.2340
 2520.2000 12.2820 93.4460  2.5530 83.4650
 2520.2500 12.2820 93.4460  2.5500 83.4650
 2520.3000 12.2970 93.4460  2.5470 83.4650
 2520.3500 12.2860 101.3690  2.5460 83.4800
 2520.4000 12.2820 101.3690  2.5440 83.4800
 2520.4500 12.2590 101.3690  2.5410 83.4800
 2520.5000 12.2510 105.3010  2.5390 83.9760
 2520.5500 12.2510 105.3010  2.5370 83.9760
 2520.6000 12.2510 105.3010  2.5370 83.9760
 2520.6500 12.2670 108.9220  2.5380 85.3570
 2520.7000 12.2590 108.9220  2.5390 85.3570
 2520.7500 12.2630 108.9220  2.5400 85.3570
 2520.8000 12.2740 104.5470  2.5410 86.4200
 2520.8500 12.2670 104.5470  2.5420 86.4200
 2520.9000 12.2670 104.5470  2.5450 86.4200
 2520.9500 12.2740 102.7620  2.5480 86.5330
 2521.0000 12.2900 102.7620  2.5500 86.5330
 2521.0500 12.2970 102.7620  2.5520 86.5330
 2521.1000 12.2970 102.9380  2.5530 86.0640
 2521.1500 12.2970 102.9380  2.5540 86.0640
 2521.2000 12.2970 102.9380  2.5550 86.0640
 2521.2500 12.2970 101.6230  2.5580 85.4590
 2521.3000 12.2860 101.6230  2.5600 85.4590
 2521.3500 12.2970 101.6230  2.5630 85.4590
 2521.4000 12.2970 99.8370  2.5660 84.1810
 2521.4500 12.2970 99.8370  2.5700 84.1810
 2521.5000 12.2900 99.8370  2.5730 84.1810
 2521.5500 12.2670 94.8170  2.5770 83.2560
 2521.6000 12.2590 94.8170  2.5800 83.2560
 2521.6500 12.2590 94.8170  2.5830 83.2560
 2521.7000 12.2510 96.3790  2.5840 82.5240
 2521.7500 12.2440 96.3790  2.5850 82.5240
 2521.8000 12.2740 96.3790  2.5840 82.5240
 2521.8500 12.2590 98.0530  2.5820 81.3050
 2521.9000 12.2510 98.0530  2.5780 81.3050
 2521.9500 12.2510 98.0530  2.5750 81.3050
 2522.0000 12.2630 100.3230  2.5710 80.6320
 2522.0500 12.2630 100.3230  2.5670 80.6320
 2522.1000 12.2740 100.3230  2.5630 80.6320
 2522.1500 12.2740 104.7870  2.5580 80.5580
 2522.2000 12.2970 104.7870  2.5530 80.5580
 2522.2500 12.2900 104.7870  2.5490 80.5580
 2522.3000 12.2970 102.7510  2.5450 80.7840
 2522.3500 12.2970 102.7510  2.5420 80.7840
 2522.4000 12.2970 102.7510  2.5390 80.7840
 2522.4500 12.2970 100.0610  2.5350 82.0620
 2522.5000 12.3130 100.0610  2.5320 82.0620
 2522.5500 12.3130 100.0610  2.5320 82.0620
 2522.6000 12.3090 100.0610  2.5280 82.0620
 2522.6500 12.2970 94.7550  2.5260 83.4790
 2522.7000 12.2860 94.7550  2.5230 83.4790
 2522.7500 12.2900 94.7550  2.5190 83.4790
 2522.8000 12.2820 97.5710  2.5160 84.3650
 2522.8500 12.2590 97.5710  2.5120 84.3650
 2522.9000 12.2670 97.5710  2.5110 84.3650
 2522.9500 12.2670 102.0350  2.5100 85.5480
 2523.0000 12.2590 102.0350  2.5080 85.5480
 2523.0500 12.2440 102.0350  2.5050 85.5480
 2523.1000 12.2360 103.4670  2.5010 85.6350
 2523.1500 12.2440 103.4670  2.4960 85.6350
 2523.2000 12.2280 103.4670  2.4920 85.6350
 2523.2500 12.2400 99.8960  2.4880 85.7110
 2523.3000 12.2280 99.8960  2.4850 85.7110
 2523.3500 12.2510 99.8960  2.4830 85.7110
 2523.4000 12.2510 96.7720  2.4820 83.8210
 2523.4500 12.2630 96.7720  2.4820 83.8210
 2523.5000 12.2510 96.7720  2.4840 83.8210
 2523.5500 12.2900 97.0750  2.4880 83.7180
 2523.6000 12.3050 97.0750  2.4940 83.7180
 2523.6500 12.3090 97.0750  2.5010 83.7180
 2523.7000 12.3200 101.9080  2.5070 83.1790
 2523.7500 12.2970 101.9080  2.5110 83.1790
 2523.8000 12.3050 101.9080  2.5110 83.1790
 2523.8500 12.2970 104.2520  2.5100 82.7440
 2523.9000 12.2970 104.2520  2.5070 82.7440
 2523.9500 12.2970 104.2520  2.5050 82.7440
 2524.0000 12.2970 98.9600  2.5040 82.4880
 2524.0500 12.2900 98.9600  2.5040 82.4880
 2524.1000 12.2820 98.9600  2.5040 82.4880
 2524.1500 12.2820 98.8560  2.5050 82.8020
 2524.2000 12.2860 98.8560  2.5080 82.8020
 2524.2500 12.2820 98.8560  2.5130 82.8020
 2524.3000 12.2740 98.5210  2.5200 82.8620
 2524.3500 12.2740 98.5210  2.5260 82.8620
 2524.4000 12.2740 98.5210  2.5320 82.8620
 2524.4500 12.2740 102.5520  2.5350 82.6290
 2524.5000 12.2740 102.5520  2.5360 82.6290
 2524.5500 12.2820 102.5520  2.5380 82.6290
 2524.6000 12.2970 100.8060  2.5390 83.2840
 2524.6500 12.3050 100.8060  2.5400 83.2840
 2524.7000 12.2970 100.8060  2.5400 83.2840
 2524.7500 12.3200 98.0170  2.5400 83.5730
 2524.8000 12.3200 98.0170  2.5400 83.5730
 2524.8500 12.3090 98.0170  2.5400 83.5730
 2524.9000 12.3200 95.3410  2.5420 83.9760
 2524.9500 12.3200 95.3410  2.5440 83.9760
 2525.0000 12.3280 95.3410  2.5440 83.9760
 2525.0500 12.3320 94.5900  2.5440 84.1040
 2525.1000 12.3430 94.5900  2.5430 84.1040
 2525.1500 12.3200 94.5900  2.5450 84.1040
 2525.2000 12.3050 95.9160  2.5480 83.6280
 2525.2500 12.2900 95.9160  2.5490 83.6280
 2525.3000 12.2820 95.9160  2.5490 83.6280
 2525.3500 12.2740 100.2980  2.5480 84.1520
 2525.4000 12.2740 100.2980  2.5450 84.1520
 2525.4500 12.2590 100.2980  2.5440 84.1520
 2525.5000 12.2740 101.9580  2.5420 84.4070
 2525.5500 12.2820 101.9580  2.5400 84.4070
 2525.6000 12.2820 101.9580  2.5360 84.4070
 2525.6500 12.2860 102.6080  2.5290 84.8980
 2525.7000 12.2860 102.6080  2.5190 84.8980
 2525.7500 12.2970 102.6080  2.5190 84.8980
 2525.8000 12.3090 102.6080  2.5050 84.8980
 2525.8500 12.3430 96.0600  2.4880 87.4770
 2525.9000 12.3510 96.0600  2.4680 87.4770
 2525.9500 12.3510 96.0600  2.4450 87.4770
 2526.0000 12.3550 88.2630  2.4210 89.1380
 2526.0500 12.3660 88.2630  2.3960 89.1380
 2526.1000 12.3660 88.2630  2.3720 89.1380
 2526.1500 12.3660 78.0300  2.3500 90.7700
 2526.2000 12.3660 78.0300  2.3310 90.7700
 2526.2500 12.3660 78.0300  2.3190 90.7700
 2526.3000 12.3510 71.6130  2.3130 91.8390
 2526.3500 12.3660 71.6130  2.3110 91.8390
 2526.4000 12.3660 71.6130  2.3130 91.8390
 2526.4500 12.3660 69.1580  2.3190 91.6550
 2526.5000 12.3660 69.1580  2.3270 91.6550
 2526.5500 12.3590 69.1580  2.3390 91.6550
 2526.6000 12.3660 71.6130  2.3520 90.6010
 2526.6500 12.3510 71.6130  2.3660 90.6010
 2526.7000 12.3280 71.6130  2.3820 90.6010
 2526.7500 12.3320 79.8620  2.3990 89.3380
 2526.8000 12.2970 79.8620  2.4170 89.3380
 2526.8500 12.2740 79.8620  2.4320 89.3380
 2526.9000 12.2740 86.7800  2.4420 87.9520
 2526.9500 12.2740 86.7800  2.4480 87.9520
 2527.0000 12.2740 86.7800  2.4510 87.9520
 2527.0500 12.2740 93.5860  2.4540 87.1680
 2527.1000 12.2360 93.5860  2.4570 87.1680
 2527.1500 12.2510 93.5860  2.4600 87.1680
 2527.2000 12.2510 90.7870  2.4620 85.9710
 2527.2500 12.2280 90.7870  2.4640 85.9710
 2527.3000 12.2360 90.7870  2.4670 85.9710
 2527.3500 12.2670 93.5760  2.4740 86.1170
 2527.4000 12.2630 93.5760  2.4820 86.1170
 2527.4500 12.2630 93.5760  2.4890 86.1170
 2527.5000 12.2740 97.1470  2.4960 86.6420
 2527.5500 12.2970 97.1470  2.5000 86.6420
 2527.6000 12.2970 97.1470  2.5040 86.6420
 2527.6500 12.2970 107.5260  2.5070 86.7200
 2527.7000 12.2740 107.5260  2.5090 86.7200
 2527.7500 12.2670 107.5260  2.5120 86.7200
 2527.8000 12.2670 105.2650  2.5150 86.7080
 2527.8500 12.2590 105.2650  2.5180 86.7080
 2527.9000 12.2590 105.2650  2.5220 86.7080
 2527.9500 12.2740 103.8920  2.5250 86.5380
 2528.0000 12.2740 103.8920  2.5290 86.5380
 2528.0500 12.2970 103.8920  2.5310 86.5380
 2528.1000 12.2900 103.8180  2.5320 86.2670
 2528.1500 12.2860 103.8180  2.5310 86.2670
 2528.2000 12.2970 103.8180  2.5280 86.2670
 2528.2500 12.2970 107.0480  2.5260 85.7670
 2528.3000 12.2970 107.0480  2.5250 85.7670
 2528.3500 12.2970 107.0480  2.5250 85.7670
 2528.4000 12.2970 107.5280  2.5260 84.3070
 2528.4500 12.2970 107.5280  2.5260 84.3070
 2528.5000 12.2970 107.5280  2.5270 84.3070
 2528.5500 12.2970 104.2930  2.5290 83.7960
 2528.6000 12.2970 104.2930  2.5320 83.7960
 2528.6500 12.2900 104.2930  2.5350 83.7960
 2528.7000 12.2740 104.5510  2.5370 84.0640
 2528.7500 12.2630 104.5510  2.5380 84.0640
 2528.8000 12.2510 104.5510  2.5380 84.0640
 2528.8500 12.2510 104.6630  2.5380 83.8650
 2528.9000 12.2630 104.6630  2.5380 83.8650
 2528.9500 12.2510 104.6630  2.5360 83.8650
 2529.0000 12.2630 104.6630  2.5350 83.8650
 2529.0500 12.2630 104.7750  2.5310 83.8790
 2529.1000 12.2670 104.7750  2.5270 83.8790
 2529.1500 12.2740 104.7750  2.5240 83.8790
 2529.2000 12.2740 104.1050  2.5200 84.1030
 2529.2500 12.2740 104.1050  2.5170 84.1030
 2529.3000 12.2590 104.1050  2.5140 84.1030
 2529.3500 12.2740 102.8780  2.5110 84.4630
 2529.4000 12.2900 102.8780  2.5090 84.4630
 2529.4500 12.2820 102.8780  2.5070 84.4630
 2529.5000 12.2740 102.9200  2.5080 83.9560
 2529.5500 12.2860 102.9200  2.5090 83.9560
 2529.6000 12.2820 102.9200  2.5090 83.9560
 2529.6500 12.2900 101.4420  2.5090 84.5280
 2529.7000 12.2900 101.4420  2.5090 84.5280
 2529.7500 12.2900 101.4420  2.5080 84.5280
 2529.8000 12.2820 98.9870  2.5080 84.8940
 2529.8500 12.2740 98.9870  2.5080 84.8940
 2529.9000 12.2740 98.9870  2.5090 84.8940
 2529.9500 12.2740 97.5160  2.5080 84.9970
 2530.0000 12.2670 97.5160  2.5080 84.9970
 2530.0500 12.2510 97.5160  2.5080 84.9970
 2530.1000 12.2740 97.4320  2.5100 84.9610
 2530.1500 12.2670 97.4320  2.5110 84.9610
 2530.2000 12.2740 97.4320  2.5120 84.9610
 2530.2500 12.2820 100.8110  2.5130 85.0090
 2530.3000 12.2900 100.8110  2.5140 85.0090
 2530.3500 12.2740 100.8110  2.5140 85.0090
 2530.4000 12.2820 107.0380  2.5160 85.5980
 2530.4500 12.2820 107.0380  2.5180 85.5980
 2530.5000 12.2740 107.0380  2.5210 85.5980
 2530.5500 12.2900 106.5910  2.5210 85.7380
 2530.6000 12.2820 106.5910  2.5210 85.7380
 2530.6500 12.2900 106.5910  2.5200 85.7380
 2530.7000 12.2820 106.2250  2.5180 86.2490
 2530.7500 12.2900 106.2250  2.5150 86.2490
 2530.8000 12.2740 106.2250  2.5120 86.2490
 2530.8500 12.2860 103.1360  2.5080 86.5890
 2530.9000 12.2740 103.1360  2.5040 86.5890
 2530.9500 12.2860 103.1360  2.5010 86.5890
 2531.0000 12.2820 105.6380  2.5000 86.8070
 2531.0500 12.2740 105.6380  2.5010 86.8070
 2531.1000 12.2670 105.6380  2.5020 86.8070
 2531.1500 12.2630 106.5310  2.5040 86.7430
 2531.2000 12.2740 106.5310  2.5080 86.7430
 2531.2500 12.2510 106.5310  2.5110 86.7430
 2531.3000 12.2510 104.5120  2.5150 86.4090
 2531.3500 12.2630 104.5120  2.5170 86.4090
 2531.4000 12.2740 104.5120  2.5190 86.4090
 2531.4500 12.2740 102.6790  2.5220 87.2960
 2531.5000 12.2820 102.6790  2.5220 87.2960
 2531.5500 12.2860 102.6790  2.5220 87.2960
 2531.6000 12.2630 101.5880  2.5220 86.9600
 2531.6500 12.2740 101.5880  2.5210 86.9600
 2531.7000 12.2510 101.5880  2.5210 86.9600
 2531.7500 12.2590 101.1950  2.5200 86.9410
 2531.8000 12.2670 101.1950  2.5180 86.9410
 2531.8500 12.2590 101.1950  2.5160 86.9410
 2531.9000 12.2670 101.3070  2.5130 86.3850
 2531.9500 12.2510 101.3070  2.5120 86.3850
 2532.0000 12.2510 101.3070  2.5140 86.3850
 2532.0500 12.2630 103.2900  2.5150 86.4160
 2532.1000 12.2630 103.2900  2.5150 86.4160
 2532.1500 12.2510 103.2900  2.5160 86.4160
 2532.2000 12.2510 103.2900  2.5170 86.4160
 2532.2500 12.2400 106.4110  2.5180 86.4370
 2532.3000 12.2360 106.4110  2.5210 86.4370
 2532.3500 12.2440 106.4110  2.5220 86.4370
 2532.4000 12.2510 105.8530  2.5260 86.2980
 2532.4500 12.2590 105.8530  2.5290 86.2980
 2532.5000 12.2740 105.8530  2.5320 86.2980
 2532.5500 12.2820 101.8370  2.5330 86.2240
 2532.6000 12.2740 101.8370  2.5330 86.2240
 2532.6500 12.2900 101.8370  2.5320 86.2240
 2532.7000 12.2900 101.7620  2.5320 86.3100
 2532.7500 12.2670 101.7620  2.5320 86.3100
 2532.8000 12.2820 101.7620  2.5320 86.3100
 2532.8500 12.2740 106.1480  2.5290 86.6540
 2532.9000 12.2740 106.1480  2.5260 86.6540
 2532.9500 12.2510 106.1480  2.5220 86.6540
 2533.0000 12.2590 111.5040  2.5200 86.4720
 2533.0500 12.2670 111.5040  2.5190 86.4720
 2533.1000 12.2630 111.5040  2.5190 86.4720
 2533.1500 12.2590 109.9280  2.5190 86.3290
 2533.2000 12.2590 109.9280  2.5160 86.3290
 2533.2500 12.2630 109.9280  2.5150 86.3290
 2533.3000 12.2740 105.2070  2.5140 85.9940
 2533.3500 12.2590 105.2070  2.5130 85.9940
 2533.4000 12.2670 105.2070  2.5130 85.9940
 2533.4500 12.2670 106.4350  2.5110 85.7160
 2533.5000 12.2670 106.4350  2.5100 85.7160
 2533.5500 12.2630 106.4350  2.5100 85.7160
 2533.6000 12.2740 106.1130  2.5110 85.5790
 2533.6500 12.2740 106.1130  2.5140 85.5790
 2533.7000 12.2740 106.1130  2.5180 85.5790
 2533.7500 12.2740 109.2320  2.5210 85.3590
 2533.8000 12.2740 109.2320  2.5240 85.3590
 2533.8500 12.2740 109.2320  2.5260 85.3590
 2533.9000 12.2670 105.9960  2.5290 84.8550
 2533.9500 12.2670 105.9960  2.5320 84.8550
 2534.0000 12.2590 105.9960  2.5350 84.8550
 2534.0500 12.2590 101.4210  2.5370 84.3840
 2534.1000 12.2510 101.4210  2.5380 84.3840
 2534.1500 12.2510 101.4210  2.5400 84.3840
 2534.2000 12.2510 99.4190  2.5410 83.8680
 2534.2500 12.2510 99.4190  2.5420 83.8680
 2534.3000 12.2510 99.4190  2.5420 83.8680
 2534.3500 12.2400 95.0670  2.5420 83.5910
 2534.4000 12.2280 95.0670  2.5410 83.5910
 2534.4500 12.2440 95.0670  2.5410 83.5910
 2534.5000 12.2510 97.4220  2.5390 83.7300
 2534.5500 12.2510 97.4220  2.5370 83.7300
 2534.6000 12.2590 97.4220  2.5370 83.7300
 2534.6500 12.2670 95.6370  2.5370 84.5610
 2534.7000 12.2630 95.6370  2.5380 84.5610
 2534.7500 12.2670 95.6370  2.5400 84.5610
 2534.8000 12.2670 101.2160  2.5410 84.9210
 2534.8500 12.2740 101.2160  2.5430 84.9210
 2534.9000 12.2740 101.2160  2.5450 84.9210
 2534.9500 12.2860 104.6270  2.5480 85.1370
 2535.0000 12.2740 104.6270  2.5490 85.1370
 2535.0500 12.2740 104.6270  2.5480 85.1370
 2535.1000 12.2740 105.7090  2.5460 85.2200
 2535.1500 12.2740 105.7090  2.5430 85.2200
 2535.2000 12.2740 105.7090  2.5420 85.2200
 2535.2500 12.2630 105.7090  2.5420 85.2200
 2535.3000 12.2630 103.9240  2.5420 84.9560
 2535.3500 12.2630 103.9240  2.5420 84.9560
 2535.4000 12.2510 103.9240  2.5400 84.9560
 2535.4500 12.2440 97.4590  2.5370 84.6950
 2535.5000 12.2440 97.4590  2.5350 84.6950
 2535.5500 12.2440 97.4590  2.5340 84.6950
 2535.6000 12.2280 98.1620  2.5350 84.3210
 2535.6500 12.2510 98.1620  2.5380 84.3210
 2535.7000 12.2510 98.1620  2.5390 84.3210
 2535.7500 12.2740 97.3810  2.5400 84.0870
 2535.8000 12.2740 97.3810  2.5410 84.0870
