   DEPTH        DT         GR         ILD       NPHI        RHOB
  3074.400    77.3164    62.2461     2.5859    16.0195     2.5908 
  3074.600    75.4453    63.1055     2.7471    14.8789     2.6032 
  3074.800    74.0781    68.5625     2.9570    14.3633     2.5943 
  3075.000    73.0352    72.6604     3.1411    13.8711     2.5861 
  3075.200    72.1445    71.7305     3.2512    13.1523     2.5883 
  3075.400    72.2266    69.0898     3.3098    13.1094     2.5821 
  3075.600    74.2148    68.1758     3.3560    15.0469     2.5359 
  3075.800    78.4375    70.1836     3.4070    18.4336     2.4541 
  3076.000    82.6055    73.5430     3.4419    20.8750     2.3955 
  3076.200    84.0469    75.8088     3.4485    21.4062     2.3950 
  3076.400    81.6797    75.2344     3.4121    19.4961     2.4497 
  3076.600    78.4180    74.1094     3.4072    15.7422     2.5188 
  3076.800    76.3945    74.5977     3.4854    13.8047     2.5671 
  3077.000    75.1016    74.5117     3.5256    14.6032     2.5756 
  3077.200    73.8203    69.6250     3.4087    13.6055     2.5747 
  3077.400    72.6016    60.7500     3.1638    12.0859     2.5796 
  3077.600    72.5000    53.8750     2.8789    13.6680     2.5874 
  3077.800    73.9102    51.3438     2.5898    15.6094     2.5907 
  3078.000    75.8711    51.4766     2.3086    15.8398     2.5939 
  3078.200    78.6641    55.2500     2.0959    16.5898     2.5867 
  3078.400    82.3047    62.3750     1.9683    19.5586     2.5457 
  3078.600    84.5625    67.4609     1.8967    21.6172     2.5120 
  3078.800    83.3789    67.5156     1.8619    20.7344     2.5391 
  3079.000    80.7070    65.1836     1.8772    20.1758     2.5813 
  3079.200    79.4609    63.1367     1.9561    21.8047     2.5710 
  3079.400    79.6484    61.3828     2.0791    23.2734     2.5426 
  3079.600    78.6836    57.9375     2.1726    20.9336     2.5562 
  3079.800    76.5664    52.5000     2.1787    16.8086     2.5864 
  3080.000    75.3398    48.6875     2.1194    14.6953     2.6027 
  3080.200    78.3750    51.2500     2.0647    18.0000     2.5864 
  3080.400    84.0625    57.0000     2.0519    23.3125     2.5562 
  3080.600    87.9258    62.4375     2.0774    26.7188     2.5403 
  3080.800    86.3125    61.8125     2.1370    24.6875     2.5488 
  3081.000    80.3750    52.2500     2.2507    18.4375     2.5652 
  3081.200    74.6875    40.5000     2.4585    12.7500     2.5731 
  3081.400    72.1250    36.3750     2.7773    11.9453     2.5679 
  3081.600    72.0000    37.2383     3.0439    13.2930     2.5675 
  3081.800    72.3711    36.1094     3.0811    13.3594     2.5813 
  3082.000    72.6328    34.5508     2.9368    12.9570     2.6028 
  3082.200    74.4336    38.5625     2.7827    14.8555     2.6104 
  3082.400    77.7305    45.7500     2.6755    17.7539     2.5940 
  3082.600    80.2305    50.2188     2.6001    19.1289     2.5763 
  3082.800    80.1211    49.1172     2.5442    18.4531     2.5802 
  3083.000    78.6133    45.7578     2.5369    17.2617     2.5867 
  3083.200    76.8320    42.8164     2.6072    15.9805     2.5853 
  3083.400    75.0664    40.8008     2.7310    14.7422     2.5867 
  3083.600    73.7031    38.2383     2.8435    13.6875     2.5908 
  3083.800    73.0156    36.5625     2.9065    13.3489     2.5872 
  3084.000    72.6770    37.5508     2.9099    13.6597     2.5869 
  3084.200    72.6401    38.0352     2.8721    13.5977     2.5964 
  3084.400    72.9727    36.9258     2.8110    13.2383     2.5954 
  3084.600    73.7461    37.4297     2.7512    13.6562     2.5802 
  3084.800    74.7969    39.8750     2.6987    14.6641     2.5699 
  3085.000    75.6367    41.8672     2.6528    15.3203     2.5709 
  3085.200    76.1362    43.6680     2.6296    15.4832     2.5789 
  3085.400    76.2109    44.9407     2.6289    15.4773     2.5798 
  3085.600    75.5234    43.8906     2.6382    15.0586     2.5742 
  3085.800    74.4844    41.6328     2.6545    14.3242     2.5773 
  3086.000    74.1401    40.8098     2.6738    13.7629     2.5933 
  3086.200    74.5742    40.6685     2.6990    13.7559     2.6002 
